,Внешний код товара алсер,section,colum_last,column_0,column_1,column_2,column_3,column_4
387,1298795,"['Главная', 'Смартфоны и планшеты', 'Аксессуары для смартфонов', 'Аккумуляторы для телефонов', 'Аккумулятор PowerPlant Xiaomi Redmi 4A (BN30) 3030mAh', '']",Аккумуляторы для телефонов,Главная,Смартфоны и планшеты,Аксессуары для смартфонов,Аккумуляторы для телефонов,
388,1298797,"['Главная', 'Автотовары и инструменты', 'Аксессуары для авто', 'Аксессуары для водителя', 'Автомобильные зарядные устройства', 'Автомобильное зарядное устройство в комплекте 2xUSB: PDA, MP3, AUTO; 3.1A', '']",Автомобильные зарядные устройства,Главная,Автотовары и инструменты,Аксессуары для авто,Аксессуары для водителя,Автомобильные зарядные устройства
389,1298603,"['Главная', 'Автотовары и инструменты', 'Шины', 'Кама 505 195/65 R15', '']",Шины,Главная,Автотовары и инструменты,Шины,,
390,1298762,"['Главная', 'Смартфоны и планшеты', 'Аксессуары для смартфонов', 'Аккумуляторы для телефонов', 'Аккумулятор PowerPlant Apple iPhone 7 (616-00258) 1960mAh', '']",Аккумуляторы для телефонов,Главная,Смартфоны и планшеты,Аксессуары для смартфонов,Аккумуляторы для телефонов,
391,1298763,"['Главная', 'Смартфоны и планшеты', 'Аксессуары для смартфонов', 'Аккумуляторы для телефонов', 'Аккумулятор PowerPlant Apple iPhone 8 Plus (616-00367) 2691mAh', '']",Аккумуляторы для телефонов,Главная,Смартфоны и планшеты,Аксессуары для смартфонов,Аккумуляторы для телефонов,
392,1298764,"['Главная', 'Смартфоны и планшеты', 'Аксессуары для смартфонов', 'Аккумуляторы для телефонов', 'Аккумулятор PowerPlant Meizu M5s (BA612) 2930mAh', '']",Аккумуляторы для телефонов,Главная,Смартфоны и планшеты,Аксессуары для смартфонов,Аккумуляторы для телефонов,
393,1298766,"['Главная', 'Смартфоны и планшеты', 'Аксессуары для смартфонов', 'Аккумуляторы для телефонов', 'Аккумулятор PowerPlant Apple iPhone 8 (616-00361) 1821mAh', '']",Аккумуляторы для телефонов,Главная,Смартфоны и планшеты,Аксессуары для смартфонов,Аккумуляторы для телефонов,
394,1293137,,,,,,,
395,1298358,,,,,,,
396,1298355,,,,,,,
397,1282492,"['Главная', 'Оргтехника и сетевое оборудование', 'Расходные материалы', 'Картриджи лазерные', 'Картридж HP CC531A, голубой', '']",Картриджи лазерные,Главная,Оргтехника и сетевое оборудование,Расходные материалы,Картриджи лазерные,
398,1282503,"['Главная', 'Оргтехника и сетевое оборудование', 'Расходные материалы', 'Картриджи лазерные', 'Картридж HP CE742A Yellow Print Cartridge for HP LaserJet CP5225, up to 7300', '']",Картриджи лазерные,Главная,Оргтехника и сетевое оборудование,Расходные материалы,Картриджи лазерные,
399,1282453,"['Главная', 'Оргтехника и сетевое оборудование', 'Расходные материалы', 'Картриджи лазерные', 'Картридж HP C9731A', '']",Картриджи лазерные,Главная,Оргтехника и сетевое оборудование,Расходные материалы,Картриджи лазерные,
400,1282560,,,,,,,
401,1282569,,,,,,,
402,1282473,"['Главная', 'Оргтехника и сетевое оборудование', 'Расходные материалы', 'Картриджи лазерные', 'Картридж HP C9399A №72 Розовый', '']",Картриджи лазерные,Главная,Оргтехника и сетевое оборудование,Расходные материалы,Картриджи лазерные,
403,1282474,"['Главная', 'Оргтехника и сетевое оборудование', 'Расходные материалы', 'Картриджи лазерные', 'Картридж HP C9398A №72 Голубой', '']",Картриджи лазерные,Главная,Оргтехника и сетевое оборудование,Расходные материалы,Картриджи лазерные,
404,1264499,"['Главная', 'Оргтехника и сетевое оборудование', 'Расходные материалы', 'Картриджи струйные', 'Печатающая головка HP 88 (C9381A) желтый/черный', '']",Картриджи струйные,Главная,Оргтехника и сетевое оборудование,Расходные материалы,Картриджи струйные,
405,1264506,"['Главная', 'Оргтехника и сетевое оборудование', 'Расходные материалы', 'Картриджи струйные', 'Печатающая головка HP 88 (C9382A) пурпурный/голубой', '']",Картриджи струйные,Главная,Оргтехника и сетевое оборудование,Расходные материалы,Картриджи струйные,
406,1293201,"['Главная', 'Тв, аудио, видео', 'Телевизионная техника', 'Телевизоры', 'Smart', 'Телевизор LG 50UM7450PLA Smart 4K UHD', '']",Smart,Главная,"Тв, аудио, видео",Телевизионная техника,Телевизоры,Smart
407,1283507,"['Главная', 'Оргтехника и сетевое оборудование', 'Элементы питания', 'Аккумуляторные батарейки', 'Батарея, SVC 12В*7.5 Ач', '']",Аккумуляторные батарейки,Главная,Оргтехника и сетевое оборудование,Элементы питания,Аккумуляторные батарейки,
408,1275546,"['Главная', 'Автотовары и инструменты', 'Аксессуары для авто', 'Аксессуары для водителя', 'Автомобильные зарядные устройства', 'Автомобильные зарядные устройства Сanyon CNE-CCA01B\\ 1USB\\1А\\черный(003166)', '']",Автомобильные зарядные устройства,Главная,Автотовары и инструменты,Аксессуары для авто,Аксессуары для водителя,Автомобильные зарядные устройства
409,1286472,"['Главная', 'Тв, аудио, видео', 'Аудиотехника', 'Наушники и гарнитура', 'Накладные наушники', 'Наушники с микрофоном Defender Gryphon HN-750 White Регулят. громк., 2м кабель', '']",Накладные наушники,Главная,"Тв, аудио, видео",Аудиотехника,Наушники и гарнитура,Накладные наушники
410,1282712,"['Главная', 'Все для геймеров', 'Комплектующие', 'Игровые процессоры', 'Процессор Intel Core i5-7400 OEM', '']",Игровые процессоры,Главная,Все для геймеров,Комплектующие,Игровые процессоры,
411,1282572,"['Главная', 'Оргтехника и сетевое оборудование', 'Принтеры', 'Струйные', 'Принтер Epson L1800', '']",Струйные,Главная,Оргтехника и сетевое оборудование,Принтеры,Струйные,
412,1264702,"['Главная', 'Оргтехника и сетевое оборудование', 'Сетевое оборудование', 'Wi-Fi оборудование', 'Wi-Fi адаптер TP-LINK TL-WN722N', '']",Wi-Fi оборудование,Главная,Оргтехника и сетевое оборудование,Сетевое оборудование,Wi-Fi оборудование,
413,1265014,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Манипуляторы', 'Клавиатуры', 'Набор беспроводный Defender Columbia C-775 (черный), USB 2.4ГГ', '']",Клавиатуры,Главная,"Ноутбуки, компьютеры, периферия",Манипуляторы,Клавиатуры,
414,1256736,"['Главная', 'Все для геймеров', 'Комплектующие', 'Игровые видеокарты', 'Видеокарта MSI GeForce GTX 1050 Ti 4GT OCVI (4Gb/128bit)', '']",Игровые видеокарты,Главная,Все для геймеров,Комплектующие,Игровые видеокарты,
415,1298034,"['Главная', 'Бытовая техника', 'Кухонная посуда', 'Аксессуары для кухни', 'Доска разделочная 370*290', '']",Аксессуары для кухни,Главная,Бытовая техника,Кухонная посуда,Аксессуары для кухни,
416,1292623,"['Главная', 'Автотовары и инструменты', 'Инструменты', 'Цепные пилы', 'Электропила P.I.T. 74055A 1700 w 16""', '']",Цепные пилы,Главная,Автотовары и инструменты,Инструменты,Цепные пилы,
417,1298200,"['Главная', 'Бытовая техника', 'Крупная бытовая техника', 'Морозильные камеры', 'Морозильный ларь Midea HS-179C', '']",Морозильные камеры,Главная,Бытовая техника,Крупная бытовая техника,Морозильные камеры,
418,1298031,,,,,,,
419,1298011,"['Главная', 'Бытовая техника', 'Для кухни', 'Мультиварки', 'Мультиварка OPTIMA MC-5101', '']",Мультиварки,Главная,Бытовая техника,Для кухни,Мультиварки,
420,1296790,"['Главная', 'Оргтехника и сетевое оборудование', 'Сетевое оборудование', 'Коммутаторы', 'Коммутатор 8 портовый D-Link DGS-1210-10', '']",Коммутаторы,Главная,Оргтехника и сетевое оборудование,Сетевое оборудование,Коммутаторы,
421,1293126,,,,,,,
422,1288450,"['Главная', 'Встраиваемая и климатическая техника', 'Климатическая техника', 'Подогрев воды', 'Бойлеры', 'Бойлер Ariston BLU1 R ABS 100 V', '']",Бойлеры,Главная,Встраиваемая и климатическая техника,Климатическая техника,Подогрев воды,Бойлеры
423,1288447,,,,,,,
424,1275979,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие', 'Видеокарты', 'Видеокарта 1GB GT 210 DDR3 64-BIT AFOX (AF210-1024D3L3-V5)', '']",Видеокарты,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие,Видеокарты,
425,1270507,,,,,,,
426,1262451,"['Главная', 'Смартфоны и планшеты', 'Стационарные телефоны', 'Проводные', 'Проводной телефон Panasonic  KX-TS2382  RUW', '']",Проводные,Главная,Смартфоны и планшеты,Стационарные телефоны,Проводные,
427,1263600,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие', 'Оперативная память', 'Оперативная память Crucial [CT8G4DFS824A] 8 ГБ', '']",Оперативная память,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие,Оперативная память,
428,1262218,,,,,,,
429,1223964,,,,,,,
430,1252905,,,,,,,
431,1267492,,,,,,,
432,1294096,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие', 'Блоки питания', 'Блок Питания AiR-Cool CA-400LE', '']",Блоки питания,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие,Блоки питания,
433,1293974,,,,,,,
434,1293976,,,,,,,
435,1293854,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие', 'Материнские платы', 'Материнская плата ASUS PRIME H310M-K R2.0', '']",Материнские платы,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие,Материнские платы,
436,1298032,,,,,,,
437,1298018,,,,,,,
438,1296734,,,,,,,
439,1266066,,,,,,,
440,1265635,,,,,,,
441,1265217,,,,,,,
442,1265218,,,,,,,
443,1265214,,,,,,,
444,1283487,,,,,,,
445,1283070,,,,,,,
446,1297962,"['Главная', 'Тв, аудио, видео', 'Видеотехника', 'Экшн-камеры', 'Аксессуары для экшн камер', 'Упор для пальцев Sony AKA-FGP1', '']",Аксессуары для экшн камер,Главная,"Тв, аудио, видео",Видеотехника,Экшн-камеры,Аксессуары для экшн камер
447,1245818,,,,,,,
448,1297399,,,,,,,
449,1282543,,,,,,,
450,1292847,,,,,,,
451,1292846,,,,,,,
452,1297397,"['Главная', 'Тв, аудио, видео', 'Аудиотехника', 'Аудиосистемы', 'Радиоприемники', 'Радиоприемник Ritmix RPR-202 Black', '']",Радиоприемники,Главная,"Тв, аудио, видео",Аудиотехника,Аудиосистемы,Радиоприемники
453,1296789,,,,,,,
454,1281103,,,,,,,
455,1281104,,,,,,,
456,1264091,,,,,,,
457,1262426,,,,,,,
458,1262034,,,,,,,
459,1262038,,,,,,,
460,1262129,"['Главная', 'Оргтехника и сетевое оборудование', 'Питание', 'Источник бесперебойного питания', 'Батарейный модуль Delta RT-Series 1 кВА 24V (18Ah) 2U (GES022B109335)', '']",Источник бесперебойного питания,Главная,Оргтехника и сетевое оборудование,Питание,Источник бесперебойного питания,
461,1262152,,,,,,,
462,1262242,,,,,,,
463,1262251,,,,,,,
464,1262303,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие для серверов', 'Контроллеры', 'Опция Lenovo System x3650 M5 PCIe Riser 1 (1 x16 FH/FL + 1 x8 ML2 Slots)', '']",Контроллеры,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие для серверов,Контроллеры,
465,1262304,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие', 'Блоки питания', 'Блок питания Lenovo System x 900W High Efficiency Platinum AC Power Supply', '']",Блоки питания,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие,Блоки питания,
466,1262305,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие для серверов', 'Контроллеры', 'Контроллер Lenovo QLogic 8Gb FC Dual-port HBA', '']",Контроллеры,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие для серверов,Контроллеры,
467,1262306,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие', 'Блоки питания', 'Серверный блок питания Lenovo System x 750W High Efficiency Platinum AC Power Supply', '']",Блоки питания,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие,Блоки питания,
468,1262307,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие для серверов', 'Контроллеры', 'Контроллер Lenovo System x3550 M5 PCIe Riser 2', '']",Контроллеры,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие для серверов,Контроллеры,
469,1262308,"['Главная', 'Ноутбуки, компьютеры, периферия', 'Комплектующие', 'Блоки питания', 'Серверный блок питания Lenovo System x 550W High Efficency Platinum AC Power Supply', '']",Блоки питания,Главная,"Ноутбуки, компьютеры, периферия",Комплектующие,Блоки питания,
470,1261946,,,,,,,
471,1261978,,,,,,,
472,1275520,,,,,,,
473,1091915,,,,,,,
474,1281115,,,,,,,
475,1229323,,,,,,,
476,1281181,,,,,,,
477,1219012,,,,,,,
478,1220880,,,,,,,
479,1236718,,,,,,,
480,1240086,,,,,,,
481,1250146,,,,,,,
482,1250512,,,,,,,
483,1254078,,,,,,,
484,1255800,,,,,,,
485,1244733,,,,,,,
486,1249674,,,,,,,
487,1251265,,,,,,,
488,1241123,,,,,,,
489,1243584,,,,,,,
490,1258068,,,,,,,
491,1259176,,,,,,,
492,1259424,,,,,,,
493,1259780,,,,,,,
494,1259841,,,,,,,
495,1264053,,,,,,,
496,1275652,,,,,,,
497,1260990,,,,,,,
498,1279394,,,,,,,
499,1288481,,,,,,,
500,1292827,,,,,,,
501,1259233,,,,,,,
